DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|AGE_GROUP_YEARS|COUNT
Actual|Acute lymphoblastic leukaemia|2019|Females|45–49|0
Actual|Acute lymphoblastic leukaemia|2019|Females|50–54|2
Actual|Acute lymphoblastic leukaemia|2019|Females|55–59|5
Actual|Acute lymphoblastic leukaemia|2019|Females|60–64|6
Actual|Acute lymphoblastic leukaemia|2019|Females|65–69|4
Actual|Acute lymphoblastic leukaemia|2019|Females|70–74|6
Actual|Acute lymphoblastic leukaemia|2019|Females|75–79|4
Actual|Acute lymphoblastic leukaemia|2019|Females|80–84|1
Actual|Acute lymphoblastic leukaemia|2019|Females|85–89|3
Actual|Acute lymphoblastic leukaemia|2019|Females|90+|3
Actual|Acute lymphoblastic leukaemia|2019|Females|All ages combined|44
Actual|Acute lymphoblastic leukaemia|2020|Females|00–04|1
Actual|Acute lymphoblastic leukaemia|2020|Females|05–09|1
Actual|Acute lymphoblastic leukaemia|2020|Females|10–14|2
Actual|Acute lymphoblastic leukaemia|2020|Females|15–19|2
Actual|Acute lymphoblastic leukaemia|2020|Females|20–24|0
Actual|Acute lymphoblastic leukaemia|2020|Females|25–29|0
Actual|Acute lymphoblastic leukaemia|2020|Females|30–34|0
Actual|Acute lymphoblastic leukaemia|2020|Females|35–39|0
Actual|Acute lymphoblastic leukaemia|2020|Females|40–44|0
Actual|Acute lymphoblastic leukaemia|2020|Females|45–49|1
Actual|Acute lymphoblastic leukaemia|2020|Females|50–54|1
Actual|Acute lymphoblastic leukaemia|2020|Females|55–59|3
Actual|Acute lymphoblastic leukaemia|2020|Females|60–64|1
Actual|Acute lymphoblastic leukaemia|2020|Females|65–69|2
Actual|Acute lymphoblastic leukaemia|2020|Females|70–74|9
Actual|Acute lymphoblastic leukaemia|2020|Females|75–79|4
Actual|Acute lymphoblastic leukaemia|2020|Females|80–84|6
Actual|Acute lymphoblastic leukaemia|2020|Females|85–89|4
Actual|Acute lymphoblastic leukaemia|2020|Females|90+|0
Actual|Acute lymphoblastic leukaemia|2020|Females|All ages combined|37
Actual|Acute lymphoblastic leukaemia|2021|Females|00–04|0
Actual|Acute lymphoblastic leukaemia|2021|Females|05–09|2
Actual|Acute lymphoblastic leukaemia|2021|Females|10–14|0
Actual|Acute lymphoblastic leukaemia|2021|Females|15–19|1
Actual|Acute lymphoblastic leukaemia|2021|Females|20–24|1
Actual|Acute lymphoblastic leukaemia|2021|Females|25–29|0
Actual|Acute lymphoblastic leukaemia|2021|Females|30–34|0
Actual|Acute lymphoblastic leukaemia|2021|Females|35–39|2
Actual|Acute lymphoblastic leukaemia|2021|Females|40–44|1
Actual|Acute lymphoblastic leukaemia|2021|Females|45–49|4
Actual|Acute lymphoblastic leukaemia|2021|Females|50–54|5
Actual|Acute lymphoblastic leukaemia|2021|Females|55–59|4
Actual|Acute lymphoblastic leukaemia|2021|Females|60–64|2
Actual|Acute lymphoblastic leukaemia|2021|Females|65–69|5
Actual|Acute lymphoblastic leukaemia|2021|Females|70–74|3
Actual|Acute lymphoblastic leukaemia|2021|Females|75–79|5
Actual|Acute lymphoblastic leukaemia|2021|Females|80–84|4
Actual|Acute lymphoblastic leukaemia|2021|Females|85–89|3
Actual|Acute lymphoblastic leukaemia|2021|Females|90+|0
Actual|Acute lymphoblastic leukaemia|2021|Females|All ages combined|42
Projections|Acute lymphoblastic leukaemia|2022|Females|00–04|1
Projections|Acute lymphoblastic leukaemia|2022|Females|05–09|1
Projections|Acute lymphoblastic leukaemia|2022|Females|10–14|0
Projections|Acute lymphoblastic leukaemia|2022|Females|15–19|1
Projections|Acute lymphoblastic leukaemia|2022|Females|20–24|1
Projections|Acute lymphoblastic leukaemia|2022|Females|25–29|0
Projections|Acute lymphoblastic leukaemia|2022|Females|30–34|0
Projections|Acute lymphoblastic leukaemia|2022|Females|35–39|0
Projections|Acute lymphoblastic leukaemia|2022|Females|40–44|1
Projections|Acute lymphoblastic leukaemia|2022|Females|45–49|2
Projections|Acute lymphoblastic leukaemia|2022|Females|50–54|3
Projections|Acute lymphoblastic leukaemia|2022|Females|55–59|4
Projections|Acute lymphoblastic leukaemia|2022|Females|60–64|3
Projections|Acute lymphoblastic leukaemia|2022|Females|65–69|3
Projections|Acute lymphoblastic leukaemia|2022|Females|70–74|6
Projections|Acute lymphoblastic leukaemia|2022|Females|75–79|5
Projections|Acute lymphoblastic leukaemia|2022|Females|80–84|3
Projections|Acute lymphoblastic leukaemia|2022|Females|85–89|4
Projections|Acute lymphoblastic leukaemia|2022|Females|90+|0
Projections|Acute lymphoblastic leukaemia|2022|Females|All ages combined|38
Projections|Acute lymphoblastic leukaemia|2023|Females|00–04|0
Projections|Acute lymphoblastic leukaemia|2023|Females|05–09|1
Projections|Acute lymphoblastic leukaemia|2023|Females|10–14|0
Projections|Acute lymphoblastic leukaemia|2023|Females|15–19|1
Projections|Acute lymphoblastic leukaemia|2023|Females|20–24|1
Projections|Acute lymphoblastic leukaemia|2023|Females|25–29|0
Projections|Acute lymphoblastic leukaemia|2023|Females|30–34|0
Projections|Acute lymphoblastic leukaemia|2023|Females|35–39|0
Projections|Acute lymphoblastic leukaemia|2023|Females|40–44|1
Projections|Acute lymphoblastic leukaemia|2023|Females|45–49|2
Projections|Acute lymphoblastic leukaemia|2023|Females|50–54|3
Projections|Acute lymphoblastic leukaemia|2023|Females|55–59|4
Projections|Acute lymphoblastic leukaemia|2023|Females|60–64|3
Projections|Acute lymphoblastic leukaemia|2023|Females|65–69|3
Projections|Acute lymphoblastic leukaemia|2023|Females|70–74|6
Projections|Acute lymphoblastic leukaemia|2023|Females|75–79|5
Projections|Acute lymphoblastic leukaemia|2023|Females|80–84|3
Projections|Acute lymphoblastic leukaemia|2023|Females|85–89|4
Projections|Acute lymphoblastic leukaemia|2023|Females|90+|0
Projections|Acute lymphoblastic leukaemia|2023|Females|All ages combined|37
Actual|Acute lymphoblastic leukaemia|2019|Persons|00–04|2
Actual|Acute lymphoblastic leukaemia|2019|Persons|05–09|2
Actual|Acute lymphoblastic leukaemia|2019|Persons|10–14|1
Actual|Acute lymphoblastic leukaemia|2019|Persons|15–19|9
Actual|Acute lymphoblastic leukaemia|2019|Persons|20–24|7
Actual|Acute lymphoblastic leukaemia|2019|Persons|25–29|4
Actual|Acute lymphoblastic leukaemia|2019|Persons|30–34|1
Actual|Acute lymphoblastic leukaemia|2019|Persons|35–39|3
Actual|Acute lymphoblastic leukaemia|2019|Persons|40–44|4
Actual|Acute lymphoblastic leukaemia|2019|Persons|45–49|3
Actual|Acute lymphoblastic leukaemia|2019|Persons|50–54|5
Actual|Acute lymphoblastic leukaemia|2019|Persons|55–59|10
Actual|Acute lymphoblastic leukaemia|2019|Persons|60–64|8
Actual|Acute lymphoblastic leukaemia|2019|Persons|65–69|14
Actual|Acute lymphoblastic leukaemia|2019|Persons|70–74|14
Actual|Acute lymphoblastic leukaemia|2019|Persons|75–79|5
Actual|Acute lymphoblastic leukaemia|2019|Persons|80–84|5
Actual|Acute lymphoblastic leukaemia|2019|Persons|85–89|6
Actual|Acute lymphoblastic leukaemia|2019|Persons|90+|3
Actual|Acute lymphoblastic leukaemia|2019|Persons|All ages combined|106
Actual|Acute lymphoblastic leukaemia|2020|Persons|00–04|5
Actual|Acute lymphoblastic leukaemia|2020|Persons|05–09|1
Actual|Acute lymphoblastic leukaemia|2020|Persons|10–14|3
Actual|Acute lymphoblastic leukaemia|2020|Persons|15–19|3
Actual|Acute lymphoblastic leukaemia|2020|Persons|20–24|1
Actual|Acute lymphoblastic leukaemia|2020|Persons|25–29|1
Actual|Acute lymphoblastic leukaemia|2020|Persons|30–34|2
Actual|Acute lymphoblastic leukaemia|2020|Persons|35–39|1
Actual|Acute lymphoblastic leukaemia|2020|Persons|40–44|0
Actual|Acute lymphoblastic leukaemia|2020|Persons|45–49|2
Actual|Acute lymphoblastic leukaemia|2020|Persons|50–54|5
Actual|Acute lymphoblastic leukaemia|2020|Persons|55–59|6
Actual|Acute lymphoblastic leukaemia|2020|Persons|60–64|6
Actual|Acute lymphoblastic leukaemia|2020|Persons|65–69|6
Actual|Acute lymphoblastic leukaemia|2020|Persons|70–74|17
Actual|Acute lymphoblastic leukaemia|2020|Persons|75–79|13
Actual|Acute lymphoblastic leukaemia|2020|Persons|80–84|12
Actual|Acute lymphoblastic leukaemia|2020|Persons|85–89|5
Actual|Acute lymphoblastic leukaemia|2020|Persons|90+|1
Actual|Acute lymphoblastic leukaemia|2020|Persons|All ages combined|90
Actual|Acute lymphoblastic leukaemia|2021|Persons|00–04|0
Actual|Acute lymphoblastic leukaemia|2021|Persons|05–09|5
Actual|Acute lymphoblastic leukaemia|2021|Persons|10–14|2
Actual|Acute lymphoblastic leukaemia|2021|Persons|15–19|4
Actual|Acute lymphoblastic leukaemia|2021|Persons|20–24|5
Actual|Acute lymphoblastic leukaemia|2021|Persons|25–29|2
Actual|Acute lymphoblastic leukaemia|2021|Persons|30–34|2
Actual|Acute lymphoblastic leukaemia|2021|Persons|35–39|3
Actual|Acute lymphoblastic leukaemia|2021|Persons|40–44|4
Actual|Acute lymphoblastic leukaemia|2021|Persons|45–49|7
Actual|Acute lymphoblastic leukaemia|2021|Persons|50–54|8
Actual|Acute lymphoblastic leukaemia|2021|Persons|55–59|5
Actual|Acute lymphoblastic leukaemia|2021|Persons|60–64|6
Actual|Acute lymphoblastic leukaemia|2021|Persons|65–69|6
Actual|Acute lymphoblastic leukaemia|2021|Persons|70–74|8
Actual|Acute lymphoblastic leukaemia|2021|Persons|75–79|9
Actual|Acute lymphoblastic leukaemia|2021|Persons|80–84|8
Actual|Acute lymphoblastic leukaemia|2021|Persons|85–89|10
Actual|Acute lymphoblastic leukaemia|2021|Persons|90+|1
Actual|Acute lymphoblastic leukaemia|2021|Persons|All ages combined|95
Projections|Acute lymphoblastic leukaemia|2022|Persons|00–04|3
Projections|Acute lymphoblastic leukaemia|2022|Persons|05–09|1
Projections|Acute lymphoblastic leukaemia|2022|Persons|10–14|1
Projections|Acute lymphoblastic leukaemia|2022|Persons|15–19|3
Projections|Acute lymphoblastic leukaemia|2022|Persons|20–24|5
Projections|Acute lymphoblastic leukaemia|2022|Persons|25–29|0
Projections|Acute lymphoblastic leukaemia|2022|Persons|30–34|2
Projections|Acute lymphoblastic leukaemia|2022|Persons|35–39|2
Projections|Acute lymphoblastic leukaemia|2022|Persons|40–44|4
Projections|Acute lymphoblastic leukaemia|2022|Persons|45–49|5
Projections|Acute lymphoblastic leukaemia|2022|Persons|50–54|8
Projections|Acute lymphoblastic leukaemia|2022|Persons|55–59|7
Projections|Acute lymphoblastic leukaemia|2022|Persons|60–64|7
Projections|Acute lymphoblastic leukaemia|2022|Persons|65–69|6
Projections|Acute lymphoblastic leukaemia|2022|Persons|70–74|13
Projections|Acute lymphoblastic leukaemia|2022|Persons|75–79|9
Projections|Acute lymphoblastic leukaemia|2022|Persons|80–84|8
Projections|Acute lymphoblastic leukaemia|2022|Persons|85–89|8
Projections|Acute lymphoblastic leukaemia|2022|Persons|90+|0
Projections|Acute lymphoblastic leukaemia|2022|Persons|All ages combined|92
Projections|Acute lymphoblastic leukaemia|2023|Persons|00–04|2
Projections|Acute lymphoblastic leukaemia|2023|Persons|05–09|1
Projections|Acute lymphoblastic leukaemia|2023|Persons|10–14|1
Projections|Acute lymphoblastic leukaemia|2023|Persons|15–19|3
Projections|Acute lymphoblastic leukaemia|2023|Persons|20–24|6
Projections|Acute lymphoblastic leukaemia|2023|Persons|25–29|0
Projections|Acute lymphoblastic leukaemia|2023|Persons|30–34|2
Projections|Acute lymphoblastic leukaemia|2023|Persons|35–39|3
Projections|Acute lymphoblastic leukaemia|2023|Persons|40–44|4
Projections|Acute lymphoblastic leukaemia|2023|Persons|45–49|5
Projections|Acute lymphoblastic leukaemia|2023|Persons|50–54|8
Projections|Acute lymphoblastic leukaemia|2023|Persons|55–59|7
Projections|Acute lymphoblastic leukaemia|2023|Persons|60–64|7
Projections|Acute lymphoblastic leukaemia|2023|Persons|65–69|5
Projections|Acute lymphoblastic leukaemia|2023|Persons|70–74|13
Projections|Acute lymphoblastic leukaemia|2023|Persons|75–79|8
Projections|Acute lymphoblastic leukaemia|2023|Persons|80–84|7
Projections|Acute lymphoblastic leukaemia|2023|Persons|85–89|8
Projections|Acute lymphoblastic leukaemia|2023|Persons|90+|0
Projections|Acute lymphoblastic leukaemia|2023|Persons|All ages combined|90
Actual|Acute myeloid leukaemia|2019|Males|00–04|2
Actual|Acute myeloid leukaemia|2019|Males|05–09|2
Actual|Acute myeloid leukaemia|2019|Males|10–14|1
Actual|Acute myeloid leukaemia|2019|Males|15–19|0
Actual|Acute myeloid leukaemia|2019|Males|20–24|6
Actual|Acute myeloid leukaemia|2019|Males|25–29|1
Actual|Acute myeloid leukaemia|2019|Males|30–34|3
Actual|Acute myeloid leukaemia|2019|Males|35–39|3
Actual|Acute myeloid leukaemia|2019|Males|40–44|6
Actual|Acute myeloid leukaemia|2019|Males|45–49|12
Actual|Acute myeloid leukaemia|2019|Males|50–54|9
Actual|Acute myeloid leukaemia|2019|Males|55–59|26
Actual|Acute myeloid leukaemia|2019|Males|60–64|42
Actual|Acute myeloid leukaemia|2019|Males|65–69|63
Actual|Acute myeloid leukaemia|2019|Males|70–74|125
Actual|Acute myeloid leukaemia|2019|Males|75–79|125
Actual|Acute myeloid leukaemia|2019|Males|80–84|119
Actual|Acute myeloid leukaemia|2019|Males|85–89|56
Actual|Acute myeloid leukaemia|2019|Males|90+|51
Actual|Acute myeloid leukaemia|2019|Males|All ages combined|652
Actual|Acute myeloid leukaemia|2020|Males|00–04|1
Actual|Acute myeloid leukaemia|2020|Males|05–09|1
Actual|Acute myeloid leukaemia|2020|Males|10–14|0
Actual|Acute myeloid leukaemia|2020|Males|15–19|3
Actual|Acute myeloid leukaemia|2020|Males|20–24|4
Actual|Acute myeloid leukaemia|2020|Males|25–29|1
Actual|Acute myeloid leukaemia|2020|Males|30–34|2
Actual|Acute myeloid leukaemia|2020|Males|35–39|6
Actual|Acute myeloid leukaemia|2020|Males|40–44|8
Actual|Acute myeloid leukaemia|2020|Males|45–49|8
Actual|Acute myeloid leukaemia|2020|Males|50–54|12
Actual|Acute myeloid leukaemia|2020|Males|55–59|15
Actual|Acute myeloid leukaemia|2020|Males|60–64|37
Actual|Acute myeloid leukaemia|2020|Males|65–69|73
Actual|Acute myeloid leukaemia|2020|Males|70–74|135
Actual|Acute myeloid leukaemia|2020|Males|75–79|161
Actual|Acute myeloid leukaemia|2020|Males|80–84|131
Actual|Acute myeloid leukaemia|2020|Males|85–89|80
Actual|Acute myeloid leukaemia|2020|Males|90+|39
Actual|Acute myeloid leukaemia|2020|Males|All ages combined|717
Actual|Acute myeloid leukaemia|2021|Males|00–04|5
Actual|Acute myeloid leukaemia|2021|Males|05–09|3
Actual|Acute myeloid leukaemia|2021|Males|10–14|1
Actual|Acute myeloid leukaemia|2021|Males|15–19|2
Actual|Acute myeloid leukaemia|2021|Males|20–24|1
Actual|Acute myeloid leukaemia|2021|Males|25–29|3
Actual|Acute myeloid leukaemia|2021|Males|30–34|4
Actual|Acute myeloid leukaemia|2021|Males|35–39|8
Actual|Acute myeloid leukaemia|2021|Males|40–44|3
Actual|Acute myeloid leukaemia|2021|Males|45–49|10
Actual|Acute myeloid leukaemia|2021|Males|50–54|9
Actual|Acute myeloid leukaemia|2021|Males|55–59|23
Actual|Acute myeloid leukaemia|2021|Males|60–64|49
Actual|Acute myeloid leukaemia|2021|Males|65–69|55
Actual|Acute myeloid leukaemia|2021|Males|70–74|141
Actual|Acute myeloid leukaemia|2021|Males|75–79|158
Actual|Acute myeloid leukaemia|2021|Males|80–84|120
Actual|Acute myeloid leukaemia|2021|Males|85–89|88
Actual|Acute myeloid leukaemia|2021|Males|90+|39
Actual|Acute myeloid leukaemia|2021|Males|All ages combined|722
Projections|Acute myeloid leukaemia|2022|Males|00–04|3
Projections|Acute myeloid leukaemia|2022|Males|05–09|2
Projections|Acute myeloid leukaemia|2022|Males|10–14|1
Projections|Acute myeloid leukaemia|2022|Males|15–19|2
Projections|Acute myeloid leukaemia|2022|Males|20–24|3
Projections|Acute myeloid leukaemia|2022|Males|25–29|1
Projections|Acute myeloid leukaemia|2022|Males|30–34|3
Projections|Acute myeloid leukaemia|2022|Males|35–39|6
Projections|Acute myeloid leukaemia|2022|Males|40–44|6
Projections|Acute myeloid leukaemia|2022|Males|45–49|9
Projections|Acute myeloid leukaemia|2022|Males|50–54|12
Projections|Acute myeloid leukaemia|2022|Males|55–59|23
Projections|Acute myeloid leukaemia|2022|Males|60–64|44
Projections|Acute myeloid leukaemia|2022|Males|65–69|67
Projections|Acute myeloid leukaemia|2022|Males|70–74|141
Projections|Acute myeloid leukaemia|2022|Males|75–79|179
Projections|Acute myeloid leukaemia|2022|Males|80–84|138
Projections|Acute myeloid leukaemia|2022|Males|85–89|81
Projections|Acute myeloid leukaemia|2022|Males|90+|46
Projections|Acute myeloid leukaemia|2022|Males|All ages combined|767
Projections|Acute myeloid leukaemia|2023|Males|00–04|3
Projections|Acute myeloid leukaemia|2023|Males|05–09|3
Projections|Acute myeloid leukaemia|2023|Males|10–14|1
Projections|Acute myeloid leukaemia|2023|Males|15–19|2
Projections|Acute myeloid leukaemia|2023|Males|20–24|3
Projections|Acute myeloid leukaemia|2023|Males|25–29|1
Projections|Acute myeloid leukaemia|2023|Males|30–34|3
Projections|Acute myeloid leukaemia|2023|Males|35–39|7
Projections|Acute myeloid leukaemia|2023|Males|40–44|7
Projections|Acute myeloid leukaemia|2023|Males|45–49|9
Projections|Acute myeloid leukaemia|2023|Males|50–54|12
Projections|Acute myeloid leukaemia|2023|Males|55–59|22
Projections|Acute myeloid leukaemia|2023|Males|60–64|44
Projections|Acute myeloid leukaemia|2023|Males|65–69|67
Projections|Acute myeloid leukaemia|2023|Males|70–74|145
Projections|Acute myeloid leukaemia|2023|Males|75–79|195
Projections|Acute myeloid leukaemia|2023|Males|80–84|146
Projections|Acute myeloid leukaemia|2023|Males|85–89|84
Projections|Acute myeloid leukaemia|2023|Males|90+|48
Projections|Acute myeloid leukaemia|2023|Males|All ages combined|802
Actual|Acute myeloid leukaemia|2019|Females|00–04|0
Actual|Acute myeloid leukaemia|2019|Females|05–09|1
Actual|Acute myeloid leukaemia|2019|Females|10–14|1
Actual|Acute myeloid leukaemia|2019|Females|15–19|0
Actual|Acute myeloid leukaemia|2019|Females|20–24|1
Actual|Acute myeloid leukaemia|2019|Females|25–29|0
Actual|Acute myeloid leukaemia|2019|Females|30–34|1
Actual|Acute myeloid leukaemia|2019|Females|35–39|5
Actual|Acute myeloid leukaemia|2019|Females|40–44|4
Actual|Acute myeloid leukaemia|2019|Females|45–49|8
Actual|Acute myeloid leukaemia|2019|Females|50–54|10
Actual|Acute myeloid leukaemia|2019|Females|55–59|17
Actual|Acute myeloid leukaemia|2019|Females|60–64|24
Actual|Acute myeloid leukaemia|2019|Females|65–69|44
Actual|Acute myeloid leukaemia|2019|Females|70–74|65
Actual|Acute myeloid leukaemia|2019|Females|75–79|81
Actual|Acute myeloid leukaemia|2019|Females|80–84|71
Actual|Acute myeloid leukaemia|2019|Females|85–89|53
Actual|Acute myeloid leukaemia|2019|Females|90+|34
Actual|Acute myeloid leukaemia|2019|Females|All ages combined|420
Actual|Acute myeloid leukaemia|2020|Females|00–04|1
Actual|Acute myeloid leukaemia|2020|Females|05–09|0
Actual|Acute myeloid leukaemia|2020|Females|10–14|0
Actual|Acute myeloid leukaemia|2020|Females|15–19|1
Actual|Acute myeloid leukaemia|2020|Females|20–24|4
Actual|Acute myeloid leukaemia|2020|Females|25–29|3
Actual|Acute myeloid leukaemia|2020|Females|30–34|3
Actual|Acute myeloid leukaemia|2020|Females|35–39|3
Actual|Acute myeloid leukaemia|2020|Females|40–44|3
Actual|Acute myeloid leukaemia|2020|Females|45–49|10
Actual|Acute myeloid leukaemia|2020|Females|50–54|12
Actual|Acute myeloid leukaemia|2020|Females|55–59|15
Actual|Acute myeloid leukaemia|2020|Females|60–64|32
Actual|Acute myeloid leukaemia|2020|Females|65–69|36
Actual|Acute myeloid leukaemia|2020|Females|70–74|71
Actual|Acute myeloid leukaemia|2020|Females|75–79|75
Actual|Acute myeloid leukaemia|2020|Females|80–84|67
Actual|Acute myeloid leukaemia|2020|Females|85–89|59
Actual|Acute myeloid leukaemia|2020|Females|90+|44
Actual|Acute myeloid leukaemia|2020|Females|All ages combined|439
Actual|Acute myeloid leukaemia|2021|Females|00–04|1
Actual|Acute myeloid leukaemia|2021|Females|05–09|0
Actual|Acute myeloid leukaemia|2021|Females|10–14|1
Actual|Acute myeloid leukaemia|2021|Females|15–19|0
